KIC|P13|G|2MASS|GLAT|GLON|Teffc|e_Teffc|Teff|e_Teff|Dnu|e_Dnu|numax|e_numax|Notes|Teff1|e_Teff1|[M/H]1|e_[M/H]1|M1|E_M1|e_M1|R1|E_R1|e_R1|log.g1|E_log.g1|e_log.g1|rho1|E_rho1|e_rho1|Teff2|e_Teff2|[M/H]2|e_[M/H]2|M2|E_M2|e_M2|R2|E_R2|e_R2|log.g2|E_log.g2|e_log.g2|rho2|E_rho2|e_rho2|_RA|_DE
#  | | | |deg|deg|K|K|K|K|uHz|uHz|uHz|uHz| |K|K|[Sun]|[Sun]|[Msun]|[Msun]|[Msun]|[Rsun]|[Rsun]|[Rsun]|[cm/s2]|[cm/s2]|[cm/s2]|[Sun]|[Sun]|[Sun]|K|K|[Sun]|[Sun]|[Msun]|[Msun]|[Msun]|[Rsun]|[Rsun]|[Rsun]|[cm/s2]|[cm/s2]|[cm/s2]|[Sun]|[Sun]|[Sun]|deg|deg
# --------|---|---|-----------------|------|------|-----|-----|-----|-----|-----|-----|------|-----|---------------------------------------------|----|---|-----|-----|--------|--------|--------|--------|--------|--------|---------|---------|---------|-----------|-----------|-----------|----|---|-----|-----|--------|--------|--------|--------|--------|--------|---------|---------|---------|-----------|-----------|-----------|----------|----------
 3634720|  1|  0|J19124737+3847265|70.205|12.775| 4922|   97| 4814|   93| 3.88| 0.11| 38.51| 1.00|GO,RC,PUBLIC                                 |4775| 84| 0.00| 0.05|    2.03|    0.24|    0.25|   13.48|    0.67|    0.70|    2.485|    0.012|    0.013|    0.00083|    0.00003|    0.00004|4780| 84| 0.01| 0.05|    2.04|    0.24|    0.25|   13.51|    0.66|    0.72|    2.485|    0.012|    0.012|    0.00083|    0.00003|    0.00004|288.197390|+38.790691
 3839310|  1|  1|J19121456+3857235|70.314|12.941| 4502|   77| 4302|   70| 1.91| 0.05| 13.09| 0.35|GOLD,KASC,PUBLIC                             |4292|103|-0.48| 0.07|    1.19|    0.15|    0.14|   18.03|    0.89|    0.88|    2.000|    0.013|    0.013|    0.00020|    0.00001|    0.00001|4425|103|-0.50| 0.07|    1.23|    0.16|    0.15|   18.28|    0.94|    0.92|    2.004|    0.013|    0.014|    0.00020|    0.00001|    0.00001|288.060700|+38.956532
 3736477|  1|  0|J19130861+3853507|70.334|12.757| 4892|   94| 4658|   85| 3.91| 0.11| 28.93| 0.72|PUBLIC                                       |4674|104|-0.51| 0.07|    0.86|    0.08|    0.04|   10.14|    0.34|    0.25|    2.362|    0.010|    0.009|    0.00082|    0.00003|    0.00003|4705|104|-0.59| 0.07|    0.85|    0.09|    0.06|   10.10|    0.41|    0.30|    2.362|    0.011|    0.009|    0.00083|    0.00003|    0.00003|288.285890|+38.897430
 3736401|  1|  0|J19130164+3853182|70.316|12.774| 4822|   85| 4588|   77| 4.01| 0.09| 32.38| 1.21|PUBLIC                                       |4560| 83| 0.01| 0.05|    1.00|    0.14|    0.09|   10.47|    0.51|    0.35|    2.403|    0.015|    0.012|    0.00088|    0.00003|    0.00003|4622| 83| 0.04| 0.05|    1.02|    0.14|    0.07|   10.52|    0.52|    0.34|    2.406|    0.014|    0.012|    0.00088|    0.00003|    0.00003|288.256870|+38.888401
 2422635|  1|  0|J19041758+3743261|68.502|13.859| 4943|   89| 4752|   83| 9.16| 0.21|103.52| 5.49|GO,SEIS_INTEREST,PUBLIC                      |4740| 85|-0.03| 0.06|    1.19|    0.21|    0.20|    6.36|    0.40|    0.40|    2.906|    0.022|    0.023|    0.00462|    0.00015|    0.00015|4754| 85|-0.03| 0.06|    1.21|    0.22|    0.20|    6.39|    0.40|    0.39|    2.908|    0.022|    0.023|    0.00462|    0.00016|    0.00015|286.073300|+37.723919
 2140446|  1|  0|J19034433+3734348|68.317|13.900| 4665|   78| 4473|   72| 5.63| 0.14| 57.83| 1.08|GO,SEIS_INTEREST,PUBLIC                      |4430| 75| 0.23| 0.05|    1.38|    0.13|    0.13|    9.20|    0.37|    0.37|    2.649|    0.009|    0.009|    0.00177|    0.00007|    0.00006|4526| 75| 0.32| 0.05|    1.42|    0.15|    0.13|    9.33|    0.41|    0.38|    2.651|    0.009|    0.009|    0.00175|    0.00006|    0.00006|285.934750|+37.576340
 2283075|  1|  0|J19040434+3737566|68.398|13.862| 4791|   83| 4657|   79| 6.45| 0.13| 67.57| 1.48|GO,SEIS_INTEREST,PUBLIC                      |4529| 79| 0.13| 0.05|        |        |        |        |        |        |         |         |         |           |           |           |4599| 79| 0.19| 0.05|        |        |        |        |        |        |         |         |         |           |           |           |286.018100|+37.632389
 2422073|  1|  0|J19033301+3743183|68.439|13.993| 4549|   72| 4407|   68| 3.24| 0.08| 26.87| 0.89|PUBLIC                                       |4382| 83| 0.01| 0.05|    1.22|    0.17|    0.15|   12.83|    0.67|    0.65|    2.309|    0.016|    0.016|    0.00058|    0.00002|    0.00002|4491| 83| 0.06| 0.05|    1.29|    0.18|    0.16|   13.07|    0.69|    0.67|    2.316|    0.015|    0.016|    0.00058|    0.00002|    0.00002|285.887570|+37.721760
 2831788|  1|  1|J19025800+3801446|68.682|14.221| 4798|   83| 4662|   79| 5.44| 0.11| 53.73| 1.20|GOLD,KASC,PUBLIC                             |4495| 82| 0.05| 0.05|    1.31|    0.13|    0.12|    9.28|    0.36|    0.36|    2.620|    0.011|    0.011|    0.00164|    0.00005|    0.00005|4574| 82| 0.09| 0.05|    1.34|    0.13|    0.12|    9.37|    0.35|    0.35|    2.621|    0.011|    0.011|    0.00163|    0.00005|    0.00005|285.741670|+38.029072
 2693261|  1|  0|J19034982+3755463|68.658|14.025| 4723|   95| 4588|   90| 3.87| 0.08| 35.10| 1.18|PUBLIC                                       |4546| 78| 0.14| 0.05|    1.44|    0.22|    0.21|   12.04|    0.68|    0.66|    2.434|    0.016|    0.017|    0.00082|    0.00003|    0.00003|4611| 78| 0.20| 0.05|    1.47|    0.23|    0.22|   12.15|    0.70|    0.70|    2.437|    0.016|    0.017|    0.00082|    0.00003|    0.00003|285.957610|+37.929550
 2832426|  1|  0|J19034933+3800119|68.727|14.056| 4661|   79| 4484|   73| 4.81| 0.10| 46.08| 1.27|PUBLIC                                       |4583| 89|-0.14| 0.06|    1.38|    0.16|    0.15|   10.27|    0.44|    0.44|    2.555|    0.014|    0.013|    0.00128|    0.00004|    0.00004|4638| 89|-0.14| 0.06|    1.41|    0.16|    0.15|   10.34|    0.47|    0.43|    2.558|    0.013|    0.014|    0.00127|    0.00004|    0.00004|285.955570|+38.003319
 2554924|  1|  1|J19041234+3748521|68.580|13.911| 4819|   79| 4594|   72| 3.94| 0.08| 33.97| 0.82|GOLD,KASC,GO,RC,PUBLIC                       |4508| 76| 0.19| 0.05|    1.21|    0.12|    0.11|   11.23|    0.44|    0.43|    2.419|    0.011|    0.012|    0.00085|    0.00003|    0.00003|4584| 76| 0.27| 0.05|    1.23|    0.13|    0.13|   11.31|    0.48|    0.49|    2.421|    0.011|    0.012|    0.00085|    0.00003|    0.00003|286.051450|+37.814499
 2423824|  1|  0|J19055092+3745351|68.664|13.592| 5096|   89| 4907|   83| 2.78| 0.05| 22.81| 1.50|GO,PUBLIC                                    |4849| 97|-0.32| 0.07|    1.66|    0.44|    0.38|   15.77|    1.40|    1.35|    2.264|    0.033|    0.037|    0.00042|    0.00001|    0.00001|4834| 97|-0.39| 0.07|    1.64|    0.46|    0.35|   15.71|    1.36|    1.24|    2.261|    0.033|    0.033|    0.00042|    0.00001|    0.00001|286.462190|+37.759750
 2284330|  1|  0|J19053984+3737500|68.527|13.573| 4897|   84| 4657|   77| 3.39| 0.20| 29.23| 1.40|PUBLIC                                       |4744| 92|-0.20| 0.06|    1.50|    0.44|    0.39|   13.35|    1.59|    1.53|    2.364|    0.022|    0.023|    0.00063|    0.00006|    0.00006|4757| 92|-0.23| 0.06|    1.51|    0.42|    0.37|   13.36|    1.52|    1.45|    2.364|    0.021|    0.023|    0.00063|    0.00006|    0.00006|286.416020|+37.630562
 2142095|  1|  1|J19055465+3735053|68.505|13.510| 4932|   86| 4732|   80| 3.71| 0.08| 28.83| 0.74|GOLD,KASC,PUBLIC                             |4743| 98|-0.37| 0.07|    1.02|    0.10|    0.10|   11.05|    0.44|    0.42|    2.359|    0.012|    0.012|    0.00075|    0.00002|    0.00002|4756| 98|-0.43| 0.07|    1.02|    0.11|    0.10|   11.06|    0.46|    0.43|    2.359|    0.013|    0.012|    0.00076|    0.00002|    0.00002|286.477720|+37.584808
 2141928|  1|  0|J19054142+3731262|68.429|13.525| 4757|   85| 4583|   79| 4.02| 0.11| 34.49| 0.98|RC,PUBLIC                                    |4512| 80| 0.10| 0.05|    1.16|    0.15|    0.14|   10.94|    0.55|    0.56|    2.425|    0.013|    0.013|    0.00089|    0.00003|    0.00003|4586| 80| 0.16| 0.05|    1.20|    0.15|    0.15|   11.06|    0.57|    0.58|    2.429|    0.012|    0.013|    0.00089|    0.00003|    0.00004|286.422580|+37.523972
 3100193|  1|  1|J19064911+3812223|69.163|13.599| 4406|   73| 4276|   69| 3.46| 0.07| 30.19| 0.81|GOLD,KASC,PUBLIC                             |4244| 68| 0.39| 0.04|    1.27|    0.14|    0.13|   12.42|    0.51|    0.52|    2.353|    0.013|    0.013|    0.00066|    0.00002|    0.00002|4389| 68| 0.54| 0.04|    1.36|    0.16|    0.15|   12.76|    0.55|    0.59|    2.361|    0.013|    0.013|    0.00066|    0.00002|    0.00002|286.704620|+38.206200
 2834230|  1|  0|J19060000+3803403|68.960|13.687| 5311|  104| 5072|   95| 7.00| 0.12| 88.72| 3.76|PUBLIC                                       |4973| 87|-0.09| 0.06|    2.38|    0.32|    0.26|    9.61|    0.46|    0.42|    2.852|    0.017|    0.017|    0.00270|    0.00007|    0.00006|4925| 87|-0.13| 0.06|    2.30|    0.33|    0.34|    9.48|    0.49|    0.51|    2.846|    0.018|    0.019|    0.00270|    0.00007|    0.00006|286.500000|+38.061199
 2695267|  1|  0|J19061931+3756414|68.877|13.582| 4961|  101| 4804|   95| 3.90| 0.14| 29.56| 0.66|PUBLIC                                       |4685| 98|-0.35| 0.07|    0.90|    0.11|    0.06|   10.32|    0.55|    0.29|    2.369|    0.011|    0.010|    0.00082|    0.00003|    0.00004|4714| 98|-0.41| 0.07|    0.91|    0.12|    0.06|   10.32|    0.58|    0.31|    2.369|    0.011|    0.010|    0.00082|    0.00003|    0.00004|286.580470|+37.944839
 3100053|  1|  0|J19063888+3814040|69.176|13.641| 4826|   79| 4618|   73| 3.94| 0.11| 29.65| 0.98|PUBLIC                                       |4542| 89|-0.12| 0.06|    0.92|    0.06|    0.06|   10.37|    0.31|    0.30|    2.373|    0.011|    0.010|    0.00083|    0.00003|    0.00003|4608| 89|-0.12| 0.06|    0.93|    0.08|    0.06|   10.40|    0.35|    0.31|    2.375|    0.011|    0.011|    0.00083|    0.00003|    0.00003|286.662020|+38.234459
 2424934|  1|  1|J19072299+3747068|68.815|13.326| 4963|  107| 4729|   97| 3.90| 0.09| 33.80| 0.89|GOLD,KASC,PUBLIC,LUMINOUS_RGB                |4683| 90|-0.16| 0.06|    1.31|    0.17|    0.17|   11.62|    0.61|    0.62|    2.425|    0.013|    0.013|    0.00084|    0.00003|    0.00003|4712| 90|-0.18| 0.06|    1.32|    0.18|    0.17|   11.65|    0.61|    0.61|    2.426|    0.013|    0.013|    0.00084|    0.00003|    0.00003|286.845830|+37.785252
 2285898|  1|  0|J19074491+3741456|68.762|13.223| 4816|   89| 4677|   84| 3.84| 0.08| 25.93| 1.69|PUBLIC                                       |4602| 93|-0.24| 0.06|        |        |        |        |        |        |         |         |         |           |           |           |4653| 93|-0.26| 0.06|        |        |        |        |        |        |         |         |         |           |           |           |286.937130|+37.696011
 2424822|  1|  1|J19071517+3744455|68.767|13.333| 5060|   88| 4787|   79| 8.08| 0.19| 93.09| 2.67|GOLD,KASC,GO,SEIS_INTEREST,PUBLIC            |4684| 83| 0.01| 0.05|    1.44|    0.17|    0.15|    7.36|    0.34|    0.32|    2.863|    0.014|    0.013|    0.00362|    0.00012|    0.00012|4712| 83| 0.04| 0.05|    1.47|    0.18|    0.16|    7.41|    0.35|    0.33|    2.865|    0.013|    0.014|    0.00361|    0.00012|    0.00013|286.813230|+37.745979
 2835720|  1|  0|J19080077+3803579|69.131|13.327| 4813|   85| 4565|   77| 5.92| 0.12| 59.86| 1.35|SEIS_INTEREST,PUBLIC                         |4563| 88|-0.10| 0.06|    1.33|    0.13|    0.13|    8.81|    0.34|    0.35|    2.670|    0.011|    0.011|    0.00194|    0.00006|    0.00006|4624| 88|-0.09| 0.06|    1.34|    0.13|    0.13|    8.86|    0.34|    0.34|    2.672|    0.011|    0.012|    0.00194|    0.00006|    0.00006|287.003230|+38.066090
 2696115|  1|  0|J19072857+3757078|68.979|13.377| 4616|   77| 4414|   71| 2.30| 0.05| 20.26| 0.59|PUBLIC                                       |4351| 76| 0.18| 0.05|    2.04|    0.33|    0.24|   19.11|    1.09|    0.87|    2.186|    0.014|    0.015|    0.00029|    0.00001|    0.00001|4468| 76| 0.28| 0.05|    2.18|    0.27|    0.25|   19.58|    0.92|    0.88|    2.192|    0.013|    0.014|    0.00029|    0.00001|    0.00001|286.869080|+37.952179
 2695975|  1|  1|J19071591+3756306|68.952|13.411| 4379|   80| 4236|   75| 1.52| 0.03| 10.75| 0.32|GOLD,KASC,PUBLIC                             |4242| 89|-0.12| 0.06|    1.58|    0.17|    0.19|   23.15|    0.86|    1.03|    1.907|    0.015|    0.014|    0.00013|    0.00000|    0.00000|4388| 89|-0.07| 0.06|    1.66|    0.18|    0.19|   23.56|    0.97|    1.03|    1.913|    0.014|    0.014|    0.00013|    0.00000|    0.00000|286.816310|+37.941849
 3101090|  1|  1|J19080373+3816090|69.325|13.402| 4747|   84| 4590|   79| 3.89| 0.10| 32.88| 1.43|GOLD,KASC,PUBLIC                             |4586| 86|-0.06| 0.06|    1.16|    0.20|    0.17|   11.18|    0.72|    0.66|    2.406|    0.020|    0.018|    0.00083|    0.00003|    0.00003|4641| 86|-0.05| 0.06|    1.19|    0.22|    0.18|   11.29|    0.78|    0.69|    2.410|    0.020|    0.019|    0.00083|    0.00003|    0.00003|287.015560|+38.269192
 3100505|  1|  0|J19071698+3812351|69.205|13.517| 4623|   78| 4419|   72| 3.95| 0.10| 34.12| 1.51|PUBLIC                                       |4432| 86|-0.05| 0.06|    1.11|    0.19|    0.17|   10.86|    0.68|    0.61|    2.410|    0.021|    0.019|    0.00086|    0.00003|    0.00003|4527| 86|-0.02| 0.06|    1.19|    0.20|    0.18|   11.15|    0.68|    0.66|    2.419|    0.020|    0.020|    0.00086|    0.00003|    0.00003|286.820800|+38.209770
 2696732|  1|  1|J19081605+3757052|69.044|13.235| 4963|   86| 4735|   78| 8.28| 0.16| 91.29| 2.36|GOLD,KASC,GO,SEIS_INTEREST,RGB,PUBLIC        |4669| 91|-0.17| 0.06|    1.25|    0.14|    0.13|    6.91|    0.29|    0.28|    2.857|    0.013|    0.013|    0.00380|    0.00010|    0.00011|4702| 91|-0.18| 0.06|    1.27|    0.14|    0.13|    6.95|    0.29|    0.28|    2.858|    0.013|    0.012|    0.00379|    0.00010|    0.00011|287.066890|+37.951469
 2697082|  1|  0|J19084201+3756199|69.068|13.152| 4937|   88| 4725|   81| 3.29| 0.09| 31.76| 0.88|PUBLIC                                       |4655| 81| 0.07| 0.05|    2.11|    0.33|    0.25|   15.19|    0.95|    0.70|    2.396|    0.013|    0.014|    0.00060|    0.00002|    0.00003|4692| 81| 0.10| 0.05|    2.13|    0.36|    0.24|   15.28|    1.04|    0.72|    2.399|    0.012|    0.015|    0.00059|    0.00002|    0.00003|287.175050|+37.938881
 2696628|  1|  1|J19080792+3758059|69.049|13.266| 4494|   86| 4304|   79| 1.54| 0.04| 10.37| 0.28|GOLD,KASC,PUBLIC,LUMINOUS_RGB                |4136| 83| 0.01| 0.05|    1.28|    0.16|    0.14|   21.39|    1.07|    0.99|    1.886|    0.013|    0.013|    0.00013|    0.00001|    0.00001|4293| 83| 0.09| 0.05|    1.37|    0.16|    0.15|   21.92|    1.03|    1.04|    1.893|    0.012|    0.012|    0.00013|    0.00001|    0.00001|287.033020|+37.968319
 2425631|  1|  1|J19081771+3745467|68.870|13.152| 4568|  121| 4451|  115| 2.55| 0.06| 20.84| 0.49|GOLD,KASC,PUBLIC                             |4416| 89|-0.13| 0.06|    1.55|    0.17|    0.15|   16.27|    0.71|    0.67|    2.205|    0.011|    0.011|    0.00036|    0.00001|    0.00001|4516| 89|-0.10| 0.06|    1.59|    0.18|    0.16|   16.44|    0.72|    0.71|    2.207|    0.011|    0.012|    0.00036|    0.00001|    0.00001|287.073820|+37.762981
 2836038|  1|  0|J19082467+3805588|69.195|13.270| 4775|   77| 4546|   70| 4.12| 0.12| 37.10| 0.87|RC,PUBLIC                                    |4495| 75| 0.23| 0.05|    1.31|    0.16|    0.15|   11.20|    0.55|    0.55|    2.456|    0.011|    0.011|    0.00093|    0.00004|    0.00004|4574| 75| 0.33| 0.05|    1.34|    0.16|    0.13|   11.28|    0.59|    0.45|    2.460|    0.011|    0.011|    0.00093|    0.00004|    0.00004|287.102810|+38.099670
 2973894|  1|  0|J19083567+3807130|69.230|13.245| 5268|  101| 4964|   90| 4.00| 0.13| 28.72| 1.16|HALO,PUBLIC                                  |4694|117|-0.82| 0.08|    0.82|    0.06|    0.05|    9.83|    0.32|    0.28|    2.366|    0.013|    0.012|    0.00086|    0.00004|    0.00003|4720|117|-0.95| 0.08|    0.80|    0.07|    0.06|    9.75|    0.37|    0.31|    2.367|    0.013|    0.012|    0.00086|    0.00003|    0.00003|287.148650|+38.120300
 2697501|  1|  0|J19091637+3754037|69.081|13.033| 4828|   79| 4631|   73| 5.18| 0.26| 53.23| 3.02|GO,RC,PUBLIC                                 |4800| 73| 0.27| 0.05|    1.97|    0.31|    0.24|   11.11|    0.79|    0.61|    2.641|    0.018|    0.021|    0.00142|    0.00009|    0.00009|4798| 73| 0.34| 0.05|    1.99|    0.38|    0.28|   11.18|    0.94|    0.67|    2.642|    0.020|    0.020|    0.00141|    0.00009|    0.00009|287.318210|+37.901039
 2975717|  1|  0|J19105228+3808309|69.440|12.847| 4474|  100| 4369|   95| 3.36| 0.09| 28.27| 0.92|PUBLIC                                       |4351| 84|-0.02| 0.06|    1.20|    0.18|    0.16|   12.42|    0.70|    0.66|    2.329|    0.016|    0.016|    0.00063|    0.00002|    0.00002|4468| 84| 0.03| 0.06|    1.28|    0.19|    0.17|   12.72|    0.71|    0.67|    2.336|    0.016|    0.016|    0.00062|    0.00002|    0.00002|287.717830|+38.141941
 3102479|  1|  0|J19100327+3817519|69.517|13.057| 4731|   83| 4506|   76| 4.25| 0.11| 39.49| 1.00|PUBLIC                                       |4555| 76| 0.19| 0.05|    1.42|    0.17|    0.15|   11.28|    0.53|    0.49|    2.486|    0.012|    0.012|    0.00099|    0.00004|    0.00004|4618| 76| 0.27| 0.05|    1.46|    0.17|    0.13|   11.37|    0.54|    0.46|    2.489|    0.011|    0.011|    0.00099|    0.00003|    0.00004|287.513670|+38.297771
 4249357|  1|  1|J19110008+3922263|70.602|13.333| 4639|   87| 4488|   82| 5.11| 0.10| 48.22| 1.00|GOLD,KASC,PUBLIC                             |4498| 87|-0.09| 0.06|    1.22|    0.12|    0.10|    9.47|    0.37|    0.34|    2.574|    0.010|    0.010|    0.00145|    0.00004|    0.00004|4576| 87|-0.07| 0.06|    1.25|    0.12|    0.11|    9.55|    0.37|    0.35|    2.576|    0.010|    0.010|    0.00144|    0.00004|    0.00004|287.750340|+39.373989
 4249128|  1|  1|J19104300+3918364|70.519|13.357| 4748|   75| 4509|   68| 4.46| 0.10| 41.70| 1.03|GOLD,KASC,GO,RC,PUBLIC                       |4593| 77| 0.18| 0.05|    1.43|    0.13|    0.16|   10.97|    0.37|    0.52|    2.513|    0.011|    0.012|    0.00109|    0.00003|    0.00003|4646| 77| 0.25| 0.05|    1.46|    0.11|    0.11|   11.04|    0.37|    0.31|    2.515|    0.010|    0.011|    0.00108|    0.00003|    0.00003|287.679170|+39.310131
 3942203|  1|  0|J19111335+3903138|70.321|13.162| 4708|   79| 4557|   75| 4.21| 0.10| 34.92| 0.84|GO,RC,PUBLIC                                 |4573| 88|-0.11| 0.06|    1.03|    0.14|    0.11|   10.18|    0.52|    0.43|    2.434|    0.012|    0.011|    0.00097|    0.00003|    0.00003|4631| 88|-0.10| 0.06|    1.05|    0.13|    0.11|   10.26|    0.51|    0.44|    2.437|    0.012|    0.011|    0.00097|    0.00003|    0.00003|287.805630|+39.053848
 3838180|  1|  0|J19102983+3859037|70.196|13.262| 4692|   82| 4523|   77| 5.83| 0.13| 58.09| 1.89|PUBLIC                                       |4568| 86|-0.06| 0.06|    1.24|    0.17|    0.15|    8.71|    0.43|    0.42|    2.652|    0.015|    0.017|    0.00188|    0.00006|    0.00006|4627| 86|-0.04| 0.06|    1.28|    0.17|    0.15|    8.81|    0.43|    0.40|    2.656|    0.015|    0.016|    0.00187|    0.00006|    0.00006|287.624330|+38.984360
 3941538|  1|  1|J19100701+3901564|70.210|13.349| 4632|   74| 4406|   67| 3.58| 0.08| 25.40| 1.41|GOLD,KASC,PUBLIC                             |4464| 79| 0.11| 0.05|        |        |        |        |        |        |         |         |         |           |           |           |4551| 79| 0.17| 0.05|        |        |        |        |        |        |         |         |         |           |           |           |287.529210|+39.032360
 3940854|  1|  0|J19090448+3903344|70.150|13.545| 4681|   92| 4504|   85| 5.50| 0.11| 58.01| 1.78|PUBLIC                                       |4458| 72| 0.30| 0.04|    1.48|    0.16|    0.15|    9.59|    0.40|    0.39|    2.644|    0.014|    0.014|    0.00168|    0.00005|    0.00005|4547| 72| 0.41| 0.04|    1.59|    0.19|    0.19|    9.84|    0.46|    0.45|    2.651|    0.015|    0.014|    0.00166|    0.00005|    0.00005|287.268680|+39.059559
 3838075|  1|  0|J19102163+3855184|70.126|13.260| 4694|   86| 4500|   79| 4.20| 0.09| 37.28| 1.16|GO,RC,PUBLIC                                 |4547| 81| 0.08| 0.05|    1.25|    0.15|    0.14|   10.89|    0.50|    0.49|    2.461|    0.014|    0.015|    0.00097|    0.00003|    0.00003|4612| 81| 0.13| 0.05|    1.28|    0.15|    0.14|   10.98|    0.51|    0.50|    2.464|    0.014|    0.015|    0.00097|    0.00003|    0.00003|287.590150|+38.921791
 4042951|  1|  1|J19085447+3908037|70.207|13.605| 5081|  110| 4830|   99| 4.11| 0.09| 32.10| 0.77|GOLD,KASC,PUBLIC                             |4845|106|-0.55| 0.07|    0.97|    0.10|    0.11|   10.17|    0.41|    0.43|    2.411|    0.012|    0.012|    0.00093|    0.00003|    0.00003|4831|106|-0.66| 0.07|    0.96|    0.11|    0.10|   10.13|    0.43|    0.43|    2.410|    0.012|    0.011|    0.00093|    0.00003|    0.00003|287.226990|+39.134380
 4143460|  1|  0|J19101154+3914584|70.419|13.425| 4871|   88| 4642|   80| 4.23| 0.09| 39.65| 1.22|RC,PUBLIC                                    |4722| 96|-0.31| 0.07|    1.54|    0.22|    0.20|   11.59|    0.62|    0.58|    2.496|    0.015|    0.015|    0.00098|    0.00003|    0.00003|4741| 96|-0.36| 0.07|    1.56|    0.21|    0.20|   11.64|    0.59|    0.60|    2.497|    0.014|    0.015|    0.00098|    0.00003|    0.00003|287.548100|+39.249561
